   4.0000000e+00   2.8358097e+00
   9.1250000e+00   3.2168941e+00
   1.4250000e+01   3.3758998e+00
   1.9375000e+01   3.5560290e+00
   2.4500000e+01   3.7438858e+00
   2.9625000e+01   3.8814904e+00
   3.4750000e+01   4.0585594e+00
   3.9875000e+01   4.0528776e+00
   4.5000000e+01   4.0479848e+00
   5.0125000e+01   4.0909172e+00
   5.5250000e+01   4.1154399e+00
   6.0375000e+01   4.1119102e+00
   6.5500000e+01   4.1504030e+00
   7.0625000e+01   4.1996967e+00
   7.5750000e+01   4.1711248e+00
   8.0875000e+01   4.1788255e+00
   8.6000000e+01   4.1551342e+00
   9.1125000e+01   4.1907362e+00
   9.6250000e+01   4.2258226e+00
   1.0137500e+02   4.2772788e+00
   1.0650000e+02   4.2556955e+00
   1.1162500e+02   4.2949626e+00
   1.1675000e+02   4.3141947e+00
   1.2187500e+02   4.3929306e+00
   1.2700000e+02   4.4197232e+00
   1.3212500e+02   4.4140843e+00
   1.3725000e+02   4.4268792e+00
   1.4237500e+02   4.4309890e+00
   1.4750000e+02   4.5170150e+00
   1.5262500e+02   4.5165138e+00
   1.5775000e+02   4.4796107e+00
   1.6287500e+02   4.5118127e+00
   1.6800000e+02   4.5978840e+00
   1.7312500e+02   4.6554574e+00
   1.7825000e+02   4.6894184e+00
   1.8337500e+02   4.7895741e+00
   1.8850000e+02   4.7825820e+00
   1.9362500e+02   4.8192777e+00
   1.9875000e+02   4.8109197e+00
   2.0387500e+02   4.8157962e+00
   2.0900000e+02   4.8463092e+00
   2.1412500e+02   4.9205152e+00
   2.1925000e+02   5.0477397e+00
   2.2437500e+02   5.1064895e+00
   2.2950000e+02   5.0834928e+00
   2.3462500e+02   5.1100754e+00
   2.3975000e+02   5.1249122e+00
   2.4487500e+02   5.1562873e+00
   2.5000000e+02   5.2534188e+00
   2.5512500e+02   5.3048896e+00
