   4.0000000e+00   2.9441287e+00
   9.1250000e+00   2.9757936e+00
   1.4250000e+01   2.9699174e+00
   1.9375000e+01   3.0560889e+00
   2.4500000e+01   3.2379669e+00
   2.9625000e+01   3.4142477e+00
   3.4750000e+01   3.5133939e+00
   3.9875000e+01   3.5823729e+00
   4.5000000e+01   3.6699498e+00
   5.0125000e+01   3.7274880e+00
   5.5250000e+01   3.7770373e+00
   6.0375000e+01   3.8609374e+00
   6.5500000e+01   3.8897130e+00
   7.0625000e+01   3.9620733e+00
   7.5750000e+01   3.9591099e+00
   8.0875000e+01   3.9531880e+00
   8.6000000e+01   3.9814848e+00
   9.1125000e+01   3.9918538e+00
   9.6250000e+01   3.9786492e+00
   1.0137500e+02   3.9204356e+00
   1.0650000e+02   3.8923539e+00
   1.1162500e+02   3.9338449e+00
   1.1675000e+02   3.9669512e+00
   1.2187500e+02   3.9241845e+00
   1.2700000e+02   3.9498988e+00
   1.3212500e+02   3.9886293e+00
   1.3725000e+02   3.9619210e+00
   1.4237500e+02   3.9507844e+00
   1.4750000e+02   4.0255326e+00
   1.5262500e+02   3.9830230e+00
   1.5775000e+02   4.0338780e+00
   1.6287500e+02   4.0994071e+00
   1.6800000e+02   4.0559140e+00
   1.7312500e+02   4.0877977e+00
   1.7825000e+02   4.0807796e+00
   1.8337500e+02   4.1283777e+00
   1.8850000e+02   4.1541565e+00
   1.9362500e+02   4.1356005e+00
   1.9875000e+02   4.2131171e+00
   2.0387500e+02   4.2821388e+00
   2.0900000e+02   4.2991067e+00
   2.1412500e+02   4.3643816e+00
   2.1925000e+02   4.3528712e+00
   2.2437500e+02   4.3557135e+00
   2.2950000e+02   4.3691620e+00
   2.3462500e+02   4.4290242e+00
   2.3975000e+02   4.4692217e+00
   2.4487500e+02   4.6065799e+00
   2.5000000e+02   4.6468390e+00
   2.5512500e+02   4.7130333e+00
