    4.6607190975E-04    2.6105047481E-04   -1.3265652801E-04   -2.3676748869E-04   -1.3719011298E-04   -7.4603483741E-05   -1.1556619394E-06   -1.0129104757E-05   -6.8639223015E-05   -1.2642360453E-05   -2.9998784490E-06    2.8265499975E-05   -3.7535821842E-07    5.2625592081E-05    4.8966855514E-05    1.9241467941E-05   -3.9038242785E-06   -6.3312975022E-06   -3.1899968567E-05   -2.8672986140E-05   -2.2917804687E-05   -3.1238433081E-05    4.3578074181E-05    2.5495661519E-05   -6.0983580022E-06   -8.8908268670E-06   -5.9807958654E-06   -2.7328325367E-05   -1.0932837519E-05    5.0481411748E-05    5.6571597570E-05    5.7160802108E-06   -4.6458868312E-05   -5.1230541982E-05   -3.9325333830E-05    1.6859502620E-05    6.2547988049E-05    2.4775217586E-05   -1.8957768934E-05   -1.9793969070E-05   -1.8272944900E-05   -4.4903689046E-06    1.5203744088E-05    1.1489979060E-05   -2.9523196207E-06   -3.7768015643E-06   -8.2421750236E-07    3.3292051913E-07    6.9135479721E-08    6.2005434128E-09
    2.6105047481E-04    1.1428681604E-03    3.9141878235E-04   -1.9923539702E-04   -3.5183953180E-04   -2.0547229650E-04   -1.1801843768E-04   -1.8156101584E-06   -1.7236171143E-05   -1.0548905305E-04   -1.8597794761E-05   -5.1173067327E-06    3.4538164716E-05   -5.8031965053E-07    8.2613662884E-05    7.9945762880E-05    3.0071611424E-05   -6.0607171481E-06   -1.1411678827E-05   -5.1837777523E-05   -4.5699165843E-05   -3.5741383784E-05   -4.3256842699E-05    6.9846274199E-05    3.9476479878E-05   -1.1533903399E-05   -1.5892298454E-05   -9.3990959199E-06   -4.2867751011E-05   -1.5834510360E-05    8.6670053174E-05    8.9583492224E-05    9.1102420989E-06   -7.3129334216E-05   -8.5042866225E-05   -6.8837085290E-05    2.4832986952E-05    9.4500625339E-05    4.3175232045E-05   -2.9628959483E-05   -3.1005391571E-05   -2.6166834118E-05   -7.2370094657E-06    2.2994973470E-05    1.8548925497E-05   -4.4315139485E-06   -5.3270509781E-06   -1.3006883911E-06    4.9013494346E-07    8.0023993372E-08
   -1.3265652801E-04    3.9141878235E-04    1.0478214313E-03    3.5946242833E-04   -1.8103520370E-04   -3.2221745596E-04   -1.9875496992E-04   -1.1337456240E-04   -1.8891494147E-06   -1.6197567626E-05   -9.4888732395E-05   -1.9398726105E-05   -3.8234727829E-06    3.2650856111E-05   -5.5705250159E-07    8.2474384353E-05    7.6399043199E-05    2.8547259668E-05   -6.6796668788E-06   -1.1339127215E-05   -5.0519109966E-05   -4.3579334210E-05   -3.0262925429E-05   -4.2393961111E-05    6.6128603057E-05    4.5653679176E-05   -1.2606508994E-05   -1.5271714052E-05   -9.0152490885E-06   -3.7964388883E-05   -1.6623259283E-05    8.3921372375E-05    8.7303883252E-05    8.7685317774E-06   -7.4229156781E-05   -9.1025256853E-05   -6.1998423217E-05    2.2941629793E-05    1.0069916155E-04    4.1260817078E-05   -2.8378844109E-05   -2.7148999290E-05   -2.5787086036E-05   -6.6929175002E-06    2.2698983104E-05    1.7024778637E-05   -3.8219832135E-06   -5.1403448267E-06   -1.1709068213E-06    3.4690365389E-07
   -2.3676748869E-04   -1.9923539702E-04    3.5946242833E-04    9.6387300724E-04    3.2716793913E-04   -1.6606884469E-04   -3.1220114078E-04   -1.9125132771E-04   -1.1816259687E-04   -1.7782630777E-06   -1.4594114596E-05   -9.9139586820E-05   -1.4518122744E-05   -3.6205455758E-06    3.1393817139E-05   -5.5703698584E-07    7.8946385313E-05    7.2646775623E-05    3.1514898502E-05   -6.6482231895E-06   -1.1069032026E-05   -4.8255709767E-05   -3.6960755071E-05   -2.9708504243E-05   -4.0204142172E-05    7.6603287905E-05    4.9982158791E-05   -1.2134352541E-05   -1.4672365320E-05   -7.9973139158E-06   -3.9921665628E-05   -1.6122797236E-05    8.1921679875E-05    8.4168816866E-05    8.9151876108E-06   -7.9582806470E-05   -8.2118457577E-05   -5.7371558864E-05    2.4487031421E-05    9.6393932279E-05    3.9585562934E-05   -2.4890407516E-05   -2.6799433465E-05   -2.3887972993E-05   -6.6177393767E-06    2.0868431954E-05    1.4707498998E-05   -3.6941529693E-06   -4.6351311242E-06   -8.3011114242E-07
   -1.3719011298E-04   -3.5183953180E-04   -1.8103520370E-04    3.2716793913E-04    8.6800403872E-04    2.9694810686E-04   -1.5920557762E-04   -2.9723889662E-04   -1.9722118100E-04   -1.1005110899E-04   -1.5852897613E-06   -1.5086722594E-05   -7.3412337136E-05   -1.3602263158E-05   -3.4443578281E-06    3.1061092057E-05   -5.2757218814E-07    7.4275462825E-05    7.9351021830E-05    3.1034974467E-05   -6.4212606683E-06   -1.0461340894E-05   -4.0494276583E-05   -3.5900079216E-05   -2.7876117263E-05   -4.6080115103E-05    8.2979598850E-05    4.7601591544E-05   -1.1534895106E-05   -1.2878083534E-05   -8.3207232246E-06   -3.8310476996E-05   -1.5572249643E-05    7.8145001441E-05    8.4671942317E-05    9.4571418522E-06   -7.1036705849E-05   -7.5186779449E-05   -6.0588920493E-05    2.3192345617E-05    9.1502590975E-05    3.4352537565E-05   -2.4310197511E-05   -2.4563335297E-05   -2.3369971370E-05   -6.0197404815E-06    1.7837412858E-05    1.4065320100E-05   -3.2958644279E-06   -3.2513268082E-06
   -7.4603483741E-05   -2.0547229650E-04   -3.2221745596E-04   -1.6606884469E-04    2.9694810686E-04    7.9403466599E-04    2.8691851217E-04   -1.5276973613E-04   -3.0893181196E-04   -1.8512959300E-04   -9.8881480815E-05   -1.6517096355E-06   -1.1259646230E-05   -6.9323048733E-05   -1.3042273763E-05   -3.4346995605E-06    2.9649848345E-05   -5.0026820814E-07    8.1769142238E-05    7.8758221095E-05    3.0211618829E-05   -6.1165412004E-06   -8.8478996058E-06   -3.9642050620E-05   -3.3951174120E-05   -3.2202006458E-05   -5.0308963596E-05    7.9649983359E-05    4.5606464845E-05   -1.0204051704E-05   -1.3504424006E-05   -8.0478130190E-06   -3.7293781272E-05   -1.4971372168E-05    7.9231412466E-05    9.0526730098E-05    8.5080760197E-06   -6.5552824336E-05   -8.0028733110E-05   -5.7837517707E-05    2.2188925075E-05    8.0031928940E-05    3.3816075019E-05   -2.2457329209E-05   -2.4219998524E-05   -2.1425658790E-05   -5.1859426586E-06    1.7192956017E-05    1.2647712338E-05   -2.3301068384E-06
   -1.1556619394E-06   -1.1801843768E-04   -1.9875496992E-04   -3.1220114078E-04   -1.5920557762E-04    2.8691851217E-04    8.1035956834E-04    2.9080234997E-04   -1.6770832119E-04   -3.0629874318E-04   -1.7569389728E-04   -1.0881789013E-04   -1.3020385263E-06   -1.1230359042E-05   -7.0206946590E-05   -1.3737069491E-05   -3.4630184232E-06    2.9696398321E-05   -5.8171099393E-07    8.5722160531E-05    8.0980190554E-05    3.0396242019E-05   -5.4641049111E-06   -9.1487749592E-06   -3.9598231898E-05   -4.1425307398E-05   -3.7134282758E-05   -5.1005853704E-05    8.0602946364E-05    4.2613352474E-05   -1.1302064198E-05   -1.3795999137E-05   -8.2747909241E-06   -3.7871016333E-05   -1.6033121845E-05    8.9473618475E-05    8.6021811478E-05    8.2927819765E-06   -7.3698077523E-05   -8.0690547909E-05   -5.8446906110E-05    2.0498706079E-05    8.3212381483E-05    3.2995378020E-05   -2.3388650984E-05   -2.3453648292E-05   -1.9495950701E-05   -5.2796689271E-06    1.6329511881E-05    9.4444955555E-06
   -1.0129104757E-05   -1.8156101584E-06   -1.1337456240E-04   -1.9125132771E-04   -2.9723889662E-04   -1.5276973613E-04    2.9080234997E-04    8.1567686853E-04    3.1704158845E-04   -1.6513465944E-04   -2.8868690563E-04   -1.9201849281E-04   -8.5190560204E-05   -1.2897150596E-06   -1.1295282903E-05   -7.3438180615E-05   -1.3755018636E-05   -3.4445869026E-06    3.4293292798E-05   -6.0563641301E-07    8.7534054494E-05    8.0914383942E-05    2.6967088350E-05   -5.6110330719E-06   -9.0757739073E-06   -4.7983041930E-05   -4.7441551939E-05   -3.7389592402E-05   -5.1260907361E-05    7.4794773372E-05    4.6873983424E-05   -1.1466632758E-05   -1.4087481246E-05   -8.3450436152E-06   -4.0277683725E-05   -1.7981119887E-05    8.4436027387E-05    8.3268072225E-05    9.2590416815E-06   -7.3796186898E-05   -8.0979592338E-05   -5.3623203036E-05    2.1166651324E-05    8.0634129519E-05    3.4127243917E-05   -2.2492747582E-05   -2.1194427126E-05   -1.9711716213E-05   -4.9800119100E-06    1.2109913213E-05
   -6.8639223015E-05   -1.7236171143E-05   -1.8891494147E-06   -1.1816259687E-04   -1.9722118100E-04   -3.0893181196E-04   -1.6770832119E-04    3.1704158845E-04    9.6319542580E-04    3.3812540316E-04   -1.6857689379E-04   -3.4173653122E-04   -1.6282165730E-04   -9.1398559638E-05   -1.4049963113E-06   -1.2797256592E-05   -7.9646544474E-05   -1.4819087711E-05   -4.3084444226E-06    3.8671572830E-05   -6.6984428544E-07    9.4733138136E-05    7.7753122255E-05    2.9994097488E-05   -6.0289473784E-06   -1.1911695752E-05   -5.9519444079E-05   -5.1738343485E-05   -4.0700049799E-05   -5.1521033232E-05    8.9111827828E-05    5.1509571526E-05   -1.2682183635E-05   -1.5388024666E-05   -9.6131137074E-06   -4.8926153372E-05   -1.8379236611E-05    8.8526982229E-05    1.0069832422E-04    1.0042035299E-05   -8.0216698796E-05   -8.0471992138E-05   -5.9973086559E-05    2.2215753488E-05    9.0332691734E-05    3.5548108275E-05   -2.2015660787E-05   -2.3210240675E-05   -2.0138451381E-05   -4.0001488343E-06
   -1.2642360453E-05   -1.0548905305E-04   -1.6197567626E-05   -1.7782630777E-06   -1.1005110899E-04   -1.8512959300E-04   -3.0629874318E-04   -1.6513465944E-04    3.3812540316E-04    9.2777203230E-04    3.1174745192E-04   -1.8023024319E-04   -2.6171331673E-04   -1.5777033532E-04   -8.9926163339E-05   -1.4376734390E-06   -1.2535082810E-05   -7.7498362075E-05   -1.6740565241E-05   -4.3880184349E-06    3.8629493513E-05   -6.5473270578E-07    8.2216565327E-05    7.8106086554E-05    2.9107155336E-05   -7.1465546178E-06   -1.3344735842E-05   -5.8624317328E-05   -5.0865349114E-05   -3.6945241981E-05   -5.5438818401E-05    8.8441627752E-05    5.1453079321E-05   -1.2511485022E-05   -1.6009716530E-05   -1.0546441899E-05   -4.5166569339E-05   -1.7403661862E-05    9.6690697476E-05    9.8637770596E-05    9.8586604019E-06   -7.1994488726E-05   -8.1285616074E-05   -5.6850016192E-05    2.2477727268E-05    8.4981722464E-05    3.1424690563E-05   -2.1774840709E-05   -2.1416405278E-05   -1.4609560124E-05
